grid_gid,epdo_total,is_high_risk,risk_prob,predicted_risk
다사665307,391.0,1,0.6888,1
다사657265,8.0,0,0.3443,0
다사676343,8.0,0,0.4173,0
다사663301,1.0,0,0.6888,1
다사678343,8.0,0,0.6888,1
다사670324,8.0,0,0.2042,0
다사647342,8.0,0,0.6888,1
다사677311,8.0,0,0.4211,0
다사673318,8.0,0,0.3987,0
다사662266,69.0,1,0.6888,1
다사660319,8.0,0,0.3801,0
다사648307,8.0,0,0.6888,1
다사678311,8.0,0,0.6038,1
다사643279,6.0,0,0.6888,1
다사665267,8.0,0,0.6888,1
다사659267,6.0,0,0.4031,0
다사658312,8.0,0,0.6888,1
다사666346,0.0,0,0.3987,0
다사657340,69.0,1,0.6888,1
다사646343,8.0,0,0.6888,1
다사662302,8.0,0,0.4173,0
다사677306,8.0,0,0.4173,0
다사650284,8.0,0,0.4173,0
다사617296,8.0,0,0.358,0
다사653323,8.0,0,0.5404,1
다사666306,8.0,0,0.4211,0
다사648313,8.0,0,0.6888,1
다사632320,8.0,0,0.6888,1
다사649272,8.0,0,0.4211,0
다사628321,8.0,0,0.6888,1
다사655274,8.0,0,0.2116,0
다사651329,8.0,0,0.576,1
다사647338,8.0,0,0.6888,1
다사666319,8.0,0,0.181,0
다사668341,8.0,0,0.4031,0
다사682305,1.0,0,0.2916,0
다사652338,1.0,0,0.4031,0
다사642340,8.0,0,0.6888,1
다사643341,8.0,0,0.6888,1
다사637322,8.0,0,0.4475,0
다사630325,8.0,0,0.1338,0
다사658313,8.0,0,0.6888,1
다사666328,6.0,0,0.4054,0
다사660302,8.0,0,0.4211,0
다사665333,8.0,0,0.6888,1
다사646301,8.0,0,0.3302,0
다사615324,8.0,0,0.1698,0
다사680349,0.0,0,0.4031,0
다사670299,8.0,0,0.3081,0
다사646274,8.0,0,0.4359,0
다사678313,8.0,0,0.6888,1
다사592327,8.0,0,0.6888,1
다사671332,8.0,0,0.5127,1
다사682296,8.0,0,0.3901,0
다사658291,8.0,0,0.391,0
다사669349,8.0,0,0.5271,1
다사662288,8.0,0,0.4858,0
다사650301,69.0,1,0.4288,0
다사695340,8.0,0,0.5065,1
다사674342,1.0,0,0.6888,1
다사670319,69.0,1,0.6888,1
다사649306,8.0,0,0.5056,1
다사655329,8.0,0,0.4211,0
다사668329,1.0,0,0.5404,1
다사647278,8.0,0,0.6888,1
다사674349,8.0,0,0.5404,1
다사651281,8.0,0,0.5827,1
다사660309,8.0,0,0.285,0
다사660290,69.0,1,0.6058,1
다사641278,8.0,0,0.6888,1
다사660330,8.0,0,0.4211,0
다사662342,8.0,0,0.6888,1
다사668297,8.0,0,0.6888,1
다사651308,8.0,0,0.4514,0
다사648320,8.0,0,0.6888,1
다사648303,8.0,0,0.6888,1
다사667298,69.0,1,0.6888,1
다사649267,6.0,0,0.6888,1
다사658331,391.0,1,0.6888,1
다사636322,1.0,0,0.3561,0
다사660281,8.0,0,0.4211,0
다사650313,8.0,0,0.6888,1
다사649313,8.0,0,0.6888,1
다사647321,6.0,0,0.5446,1
다사666345,8.0,0,0.4211,0
다사648271,8.0,0,0.6888,1
다사679343,69.0,1,0.6883,1
다사631321,8.0,0,0.5266,1
다사652278,8.0,0,0.2476,0
다사661315,8.0,0,0.4054,0
다사649293,8.0,0,0.6888,1
다사670345,8.0,0,0.2476,0
다사652286,8.0,0,0.2433,0
다사668319,8.0,0,0.3916,0
다사654288,69.0,1,0.3987,0
다사651266,8.0,0,0.6888,1
다사691316,8.0,0,0.391,0
다사632323,1.0,0,0.6888,1
다사663320,8.0,0,0.1712,0
다사622326,0.0,0,0.4173,0
다사647302,69.0,1,0.6783,1
다사667345,8.0,0,0.4211,0
다사648277,8.0,0,0.391,0
다사645320,8.0,0,0.4054,0
다사649334,69.0,1,0.5408,1
다사668304,8.0,0,0.6888,1
다사611330,8.0,0,0.6888,1
다사654294,8.0,0,0.3932,0
다사620299,8.0,0,0.3126,0
다사662346,1.0,0,0.4211,0
다사666337,8.0,0,0.6045,1
다사661306,8.0,0,0.6888,1
다사669329,6.0,0,0.6888,1
다사658303,1.0,0,0.3987,0
다사666323,8.0,0,0.4844,0
다사677348,6.0,0,0.4381,0
다사649296,69.0,1,0.4173,0
다사648298,8.0,0,0.6888,1
다사663306,8.0,0,0.5408,1
다사595329,8.0,0,0.6888,1
다사675347,8.0,0,0.6205,1
다사645322,1.0,0,0.5506,1
다사648310,6.0,0,0.6888,1
다사672349,8.0,0,0.4844,0
다사662318,69.0,1,0.4844,0
다사665344,8.0,0,0.6888,1
다사599330,8.0,0,0.6888,1
다사653336,8.0,0,0.2081,0
다사654296,69.0,1,0.1706,0
다사656332,8.0,0,0.2476,0
다사662271,8.0,0,0.391,0
다사640335,8.0,0,0.6888,1
다사661296,8.0,0,0.6888,1
다사653282,8.0,0,0.4173,0
다사649327,69.0,1,0.4173,0
다사687344,69.0,1,0.4211,0
다사656310,8.0,0,0.2342,0
다사672341,8.0,0,0.4691,0
다사671306,8.0,0,0.4844,0
다사654336,0.0,0,0.6888,1
다사648305,8.0,0,0.6888,1
다사648292,8.0,0,0.6888,1
다사651278,8.0,0,0.4844,0
다사677302,8.0,0,0.4211,0
다사674324,8.0,0,0.391,0
다사621322,6.0,0,0.6888,1
다사670298,8.0,0,0.3126,0
다사670315,6.0,0,0.391,0
다사641338,8.0,0,0.391,0
다사676314,69.0,1,0.4031,0
다사647327,69.0,1,0.6888,1
다사681309,8.0,0,0.2967,0
다사647305,69.0,1,0.6888,1
다사662345,8.0,0,0.6888,1
다사624321,8.0,0,0.2243,0
다사649292,8.0,0,0.6888,1
다사664294,0.0,0,0.5798,1
다사664334,8.0,0,0.391,0
다사647331,8.0,0,0.6888,1
다사677353,8.0,0,0.2009,0
다사654271,0.0,0,0.6888,1
다사680324,8.0,0,0.6888,1
다사682304,1.0,0,0.181,0
다사613290,8.0,0,0.6888,1
다사695343,1.0,0,0.5408,1
다사670297,8.0,0,0.4317,0
다사672316,8.0,0,0.6888,1
다사647291,8.0,0,0.4173,0
다사659340,8.0,0,0.278,0
다사648295,8.0,0,0.2116,0
다사643320,8.0,0,0.5658,1
다사673344,8.0,0,0.6888,1
다사659290,8.0,0,0.4173,0
다사655302,8.0,0,0.391,0
다사642333,69.0,1,0.602,1
다사661319,8.0,0,0.4211,0
다사656277,8.0,0,0.4173,0
다사620304,69.0,1,0.5738,1
다사681308,8.0,0,0.4211,0
다사660313,8.0,0,0.4211,0
다사668342,69.0,1,0.2476,0
다사673315,8.0,0,0.6888,1
다사667301,69.0,1,0.532,1
다사678352,8.0,0,0.6888,1
다사643342,8.0,0,0.6888,1
다사598330,8.0,0,0.6888,1
다사654268,8.0,0,0.4054,0
다사682300,8.0,0,0.4173,0
다사656338,6.0,0,0.4173,0
다사629324,8.0,0,0.6888,1
다사679318,8.0,0,0.6888,1
다사660282,8.0,0,0.601,1
다사689316,8.0,0,0.6888,1
다사654304,8.0,0,0.4288,0
다사613301,8.0,0,0.6888,1
다사616292,8.0,0,0.6888,1
다사671334,1.0,0,0.2476,0
다사618302,8.0,0,0.5216,1
다사657319,8.0,0,0.6888,1
다사612294,8.0,0,0.6888,1
다사657333,8.0,0,0.4054,0
다사670321,8.0,0,0.4211,0
다사596330,8.0,0,0.6888,1
다사627332,69.0,1,0.6888,1
다사667296,69.0,1,0.6888,1
다사679300,8.0,0,0.6888,1
다사619289,8.0,0,0.6888,1
다사677343,69.0,1,0.6888,1
다사682308,8.0,0,0.4154,0
다사652312,6.0,0,0.6888,1
다사658297,8.0,0,0.3126,0
다사671341,8.0,0,0.602,1
다사654266,391.0,1,0.4582,0
다사675348,8.0,0,0.3843,0
다사677346,1.0,0,0.2787,0
다사637324,69.0,1,0.6317,1
다사643321,1.0,0,0.2476,0
다사637316,6.0,0,0.6888,1
다사665268,69.0,1,0.7191,1
다사674345,69.0,1,0.4359,0
다사607325,8.0,0,0.4173,0
다사668340,8.0,0,0.6004,1
다사646340,1.0,0,0.3443,0
다사653300,6.0,0,0.3126,0
다사622322,0.0,0,0.4211,0
다사659277,1.0,0,0.602,1
다사679310,69.0,1,0.2291,0
다사672307,8.0,0,0.4173,0
다사633324,8.0,0,0.6888,1
다사669324,8.0,0,0.2433,0
다사666293,69.0,1,0.4173,0
다사665319,8.0,0,0.5408,1
다사648285,8.0,0,0.6888,1
다사671313,69.0,1,0.6305,1
다사682297,69.0,1,0.3901,0
다사662323,8.0,0,0.6888,1
다사684302,8.0,0,0.5408,1
다사647286,69.0,1,0.6888,1
다사653318,69.0,1,0.3896,0
다사612291,8.0,0,0.6888,1
다사650268,69.0,1,0.4031,0
다사691410,8.0,0,0.6888,1
다사628346,8.0,0,0.6888,1
다사618365,8.0,0,0.3607,0
다사691383,8.0,0,0.1681,0
다사660363,8.0,0,0.6888,1
다사670380,69.0,1,0.4031,0
다사668390,8.0,0,0.6888,1
다사662348,8.0,0,0.2476,0
다사681377,8.0,0,0.391,0
다사669380,69.0,1,0.3913,0
다사660364,8.0,0,0.2116,0
다사647367,69.0,1,0.4844,0
다사698406,8.0,0,0.6888,1
다사676390,8.0,0,0.5331,1
다사672403,8.0,0,0.6888,1
다사663349,8.0,0,0.6888,1
다사695400,1.0,0,0.6888,1
다사681394,8.0,0,0.6888,1
다사678384,8.0,0,0.4211,0
다사639344,69.0,1,0.3168,0
다사663381,8.0,0,0.6888,1
다사641347,8.0,0,0.7071,1
다사654359,8.0,0,0.2081,0
다사647360,8.0,0,0.4031,0
다사648355,8.0,0,0.6888,1
다사685413,8.0,0,0.4553,0
다사680378,69.0,1,0.4211,0
다사670386,1.0,0,0.3324,0
다사680384,8.0,0,0.1681,0
다사646368,8.0,0,0.328,0
다사670377,0.0,0,0.2342,0
다사705410,0.0,0,0.6888,1
다사674408,8.0,0,0.6888,1
다사684409,8.0,0,0.6888,1
다사643344,8.0,0,0.6038,1
다사682407,8.0,0,0.6888,1
다사674389,6.0,0,0.6888,1
다사672381,8.0,0,0.4211,0
다사696388,69.0,1,0.5335,1
다사652399,8.0,0,0.6317,1
다사692391,8.0,0,0.3686,0
다사683413,8.0,0,0.6147,1
다사676387,8.0,0,0.4511,0
다사683385,0.0,0,0.3557,0
다사694389,1.0,0,0.2018,0
다사681403,8.0,0,0.6888,1
다사666380,6.0,0,0.6888,1
다사689397,8.0,0,0.6888,1
다사671381,8.0,0,0.3664,0
다사671387,8.0,0,0.6888,1
다사626373,8.0,0,0.6888,1
다사678389,8.0,0,0.3932,0
다사679397,8.0,0,0.6888,1
다사620369,8.0,0,0.6888,1
다사653360,8.0,0,0.4031,0
다사659352,8.0,0,0.5723,1
다사650348,1.0,0,0.4858,0
다사702399,8.0,0,0.4214,0
다사684415,8.0,0,0.2476,0
다사647352,8.0,0,0.4031,0
다사657359,391.0,1,0.6888,1
다사647363,1.0,0,0.4054,0
다사680377,8.0,0,0.2052,0
다사682413,8.0,0,0.5404,1
다사677376,69.0,1,0.4288,0
다사684404,69.0,1,0.4054,0
다사680407,8.0,0,0.358,0
다사675414,1.0,0,0.6888,1
다사668398,6.0,0,0.6888,1
다사664350,8.0,0,0.6888,1
다사704411,8.0,0,0.4173,0
다사679414,6.0,0,0.6888,1
다사628345,8.0,0,0.6888,1
다사683377,0.0,0,0.2803,0
다사685386,8.0,0,0.2446,0
다사685381,8.0,0,0.4288,0
다사661355,8.0,0,0.4894,0
다사649380,8.0,0,0.6888,1
다사638365,8.0,0,0.6888,1
다사687391,8.0,0,0.4054,0
다사680387,8.0,0,0.2745,0
다사629348,8.0,0,0.6888,1
다사692385,69.0,1,0.4288,0
다사647353,6.0,0,0.4844,0
다사628354,1.0,0,0.391,0
다사670406,8.0,0,0.3561,0
다사707411,8.0,0,0.6888,1
다사682389,8.0,0,0.2745,0
다사635349,8.0,0,0.6888,1
다사679409,8.0,0,0.4553,0
다사674385,6.0,0,0.3644,0
다사650389,8.0,0,0.4031,0
다사668396,8.0,0,0.6888,1
다사653403,6.0,0,0.6888,1
다사655343,8.0,0,0.6888,1
다사639365,8.0,0,0.4054,0
다사687389,69.0,1,0.422,0
다사635345,8.0,0,0.4031,0
다사682416,8.0,0,0.496,0
다사660344,8.0,0,0.6888,1
다사672394,69.0,1,0.4054,0
다사685387,8.0,0,0.6706,1
다사694403,8.0,0,0.5266,1
다사674378,69.0,1,0.6045,1
다사648343,8.0,0,0.6888,1
다사670376,8.0,0,0.4064,0
다사649375,0.0,0,0.6888,1
다사670391,8.0,0,0.6888,1
다사680391,69.0,1,0.3701,0
다사690393,8.0,0,0.0852,0
다사660360,8.0,0,0.6888,1
다사615332,8.0,0,0.6888,1
다사664389,8.0,0,0.6888,1
다사699397,8.0,0,0.6609,1
다사656359,8.0,0,0.6888,1
다사650360,8.0,0,0.6888,1
다사697401,69.0,1,0.6563,1
다사668388,8.0,0,0.6888,1
다사688400,1.0,0,0.6888,1
다사684413,8.0,0,0.602,1
다사668413,8.0,0,0.6888,1
다사628371,69.0,1,0.6888,1
다사688382,69.0,1,0.4288,0
다사676408,8.0,0,0.6888,1
다사670375,8.0,0,0.5845,1
다사675376,8.0,0,0.4359,0
다사687414,6.0,0,0.4054,0
다사648367,69.0,1,0.4054,0
다사645368,8.0,0,0.5454,1
다사634372,6.0,0,0.6888,1
다사693384,69.0,1,0.4749,0
다사648358,8.0,0,0.4173,0
다사670395,6.0,0,0.6888,1
다사694397,8.0,0,0.2944,0
다사668387,8.0,0,0.6888,1
다사631341,69.0,1,0.6888,1
다사688387,6.0,0,0.1037,0
다사675377,8.0,0,0.4054,0
다사690392,8.0,0,0.4099,0
다사647343,1.0,0,0.6888,1
다사701398,8.0,0,0.2967,0
다사668397,8.0,0,0.6888,1
다사649384,8.0,0,0.4844,0
다사662385,69.0,1,0.6888,1
다사676384,6.0,0,0.2081,0
다사689384,8.0,0,0.1681,0
다사669383,69.0,1,0.5408,1
다사676414,8.0,0,0.4514,0
다사668406,8.0,0,0.6888,1
다사652396,391.0,1,0.5723,1
다사692400,8.0,0,0.4211,0
다사681413,8.0,0,0.4898,0
다사673395,6.0,0,0.6888,1
다사668400,69.0,1,0.6888,1
다사688407,8.0,0,0.2651,0
다사642396,69.0,1,0.6888,1
다사651343,8.0,0,0.6888,1
다사682415,8.0,0,0.4031,0
다사685380,8.0,0,0.391,0
다사679380,1.0,0,0.3801,0
다사679387,69.0,1,0.3235,0
다사673380,69.0,1,0.5464,1
다사695399,8.0,0,0.3686,0
다사687416,69.0,1,0.4844,0
다사679381,8.0,0,0.3765,0
다사655360,8.0,0,0.6888,1
다사640342,8.0,0,0.6888,1
다사699395,8.0,0,0.4288,0
다사678414,69.0,1,0.1335,0
다사677388,8.0,0,0.2856,0
다사658347,1.0,0,0.5723,1
다사685400,8.0,0,0.6888,1
다사645369,6.0,0,0.2081,0
다사669391,8.0,0,0.5408,1
다사687415,8.0,0,0.3126,0
다사620368,69.0,1,0.6888,1
다사678374,8.0,0,0.4154,0
다사662386,6.0,0,0.391,0
다사683389,8.0,0,0.4724,0
다사668409,8.0,0,0.4844,0
다사661351,8.0,0,0.6888,1
다사669409,8.0,0,0.6888,1
다사696392,69.0,1,0.5654,1
다사684379,8.0,0,0.3932,0
다사686389,8.0,0,0.4096,0
다사682410,8.0,0,0.6888,1
다사704404,0.0,0,0.3126,0
다사629354,1.0,0,0.6706,1
다사688393,8.0,0,0.6888,1
다사662393,69.0,1,0.3987,0
다사677389,69.0,1,0.3916,0
다사671396,8.0,0,0.4054,0
다사648364,6.0,0,0.6888,1
다사646363,8.0,0,0.358,0
다사689381,8.0,0,0.358,0
다사692396,69.0,1,0.3987,0
다사699392,8.0,0,0.4173,0
다사685383,8.0,0,0.3801,0
다사663400,69.0,1,0.6888,1
다사669387,8.0,0,0.6888,1
다사635340,69.0,1,0.6888,1
다사656343,69.0,1,0.6888,1
다사657349,1.0,0,0.4173,0
다사681389,69.0,1,0.3968,0
다사685410,8.0,0,0.391,0
다사689412,8.0,0,0.4898,0
다사652400,0.0,0,0.2707,0
다사677408,1.0,0,0.4173,0
다사654355,6.0,0,0.6888,1
다사669392,1.0,0,0.6888,1
다사700406,8.0,0,0.6888,1
다사682377,8.0,0,0.4948,0
다사648356,1.0,0,0.6888,1
다사694388,8.0,0,0.3987,0
다사684383,69.0,1,0.3717,0
다사680406,8.0,0,0.391,0
다사687413,69.0,1,0.2803,0
다사647365,8.0,0,0.6888,1
다사619368,8.0,0,0.6888,1
다사651359,1.0,0,0.6888,1
다사635370,6.0,0,0.6888,1
다사665373,8.0,0,0.6888,1
다사667384,8.0,0,0.6888,1
다사680379,69.0,1,0.4211,0
다사673378,8.0,0,0.4557,0
다사686402,1.0,0,0.6888,1
다사666377,8.0,0,0.6888,1
다사673375,8.0,0,0.3557,0
다사691416,1.0,0,0.5408,1
다사681384,8.0,0,0.3686,0
다사680413,8.0,0,0.3126,0
다사647356,69.0,1,0.6888,1
다사642347,69.0,1,0.6888,1
다사691399,69.0,1,0.4031,0
다사641349,8.0,0,0.6888,1
다사633352,8.0,0,0.4173,0
다사652359,8.0,0,0.6888,1
다사670400,8.0,0,0.6888,1
다사662371,1.0,0,0.391,0
다사674409,6.0,0,0.6888,1
다사698394,6.0,0,0.5989,1
다사699394,1.0,0,0.4844,0
다사677390,6.0,0,0.3168,0
다사666373,8.0,0,0.6888,1
다사651394,8.0,0,0.3168,0
다사648345,8.0,0,0.6888,1
다사626335,8.0,0,0.4031,0
다사673408,8.0,0,0.4154,0
다사671377,8.0,0,0.4329,0
다사684378,8.0,0,0.6888,1
다사642346,8.0,0,0.6888,1
다사644342,8.0,0,0.6888,1
다사701396,0.0,0,0.5404,1
다사625361,8.0,0,0.6888,1
다사647362,69.0,1,0.602,1
다사650388,1.0,0,0.4844,0
다사676382,8.0,0,0.3932,0
다사629334,8.0,0,0.6888,1
다사666378,8.0,0,0.4216,0
다사672388,8.0,0,0.2497,0
다사679376,8.0,0,0.391,0
다사670398,6.0,0,0.4154,0
다사641364,8.0,0,0.6888,1
다사703383,8.0,0,0.6888,1
다사700372,8.0,0,0.5196,1
다사685377,0.0,0,0.4858,0
다사672363,6.0,0,0.6888,1
다사702349,8.0,0,0.6888,1
다사699352,6.0,0,0.6888,1
다사671366,8.0,0,0.2476,0
다사693370,8.0,0,0.6888,1
다사705396,69.0,1,0.4173,0
다사677355,8.0,0,0.4173,0
다사711372,8.0,0,0.4031,0
다사704385,8.0,0,0.2526,0
다사688365,0.0,0,0.185,0
다사718365,0.0,0,0.6888,1
다사679364,8.0,0,0.6888,1
다사706377,8.0,0,0.391,0
다사688351,8.0,0,0.4211,0
다사663368,8.0,0,0.4173,0
다사711370,8.0,0,0.4844,0
다사696358,8.0,0,0.6888,1
다사704381,8.0,0,0.5408,1
다사691367,69.0,1,0.2081,0
다사688353,8.0,0,0.6888,1
다사665359,8.0,0,0.602,1
다사705401,8.0,0,0.2277,0
다사716373,8.0,0,0.1595,0
다사697353,8.0,0,0.6888,1
다사716371,1.0,0,0.6888,1
다사708405,8.0,0,0.4776,0
다사714372,1.0,0,0.6888,1
다사669366,8.0,0,0.6888,1
다사700376,8.0,0,0.3686,0
다사703376,8.0,0,0.4096,0
다사701350,8.0,0,0.6888,1
다사716368,69.0,1,0.6888,1
다사680372,8.0,0,0.4054,0
다사713360,8.0,0,0.2671,0
다사705392,8.0,0,0.4064,0
다사690380,8.0,0,0.6915,1
다사715384,8.0,0,0.2803,0
다사704395,1.0,0,0.4948,0
다사717363,8.0,0,0.6888,1
다사670369,69.0,1,0.4999,0
다사685375,8.0,0,0.2197,0
다사675365,8.0,0,0.6888,1
다사706381,8.0,0,0.3707,0
다사707400,8.0,0,0.6888,1
다사716366,69.0,1,0.6888,1
다사711375,8.0,0,0.4031,0
다사664359,8.0,0,0.6888,1
다사693377,69.0,1,0.6888,1
다사689365,8.0,0,0.2057,0
다사705371,8.0,0,0.5384,1
다사691370,69.0,1,0.5543,1
다사713415,8.0,0,0.6888,1
다사692367,8.0,0,0.6888,1
다사674359,8.0,0,0.6888,1
다사662368,8.0,0,0.5594,1
다사687363,8.0,0,0.6888,1
다사715372,69.0,1,0.4844,0
다사707380,8.0,0,0.6888,1
다사700388,8.0,0,0.4211,0
다사717384,8.0,0,0.391,0
다사712377,8.0,0,0.6888,1
다사694350,8.0,0,0.4844,0
다사700362,8.0,0,0.6888,1
다사700394,8.0,0,0.4844,0
다사709369,1.0,0,0.5594,1
다사706394,1.0,0,0.4064,0
다사690354,8.0,0,0.4514,0
다사703395,69.0,1,0.7219,1
다사714370,1.0,0,0.6888,1
다사669368,8.0,0,0.3714,0
다사698388,8.0,0,0.4054,0
다사712414,8.0,0,0.6888,1
다사706384,8.0,0,0.5408,1
다사687366,0.0,0,0.4154,0
다사688350,69.0,1,0.6888,1
다사705382,8.0,0,0.296,0
다사697377,8.0,0,0.2081,0
다사698389,6.0,0,0.391,0
다사716369,8.0,0,0.4844,0
다사678365,8.0,0,0.6888,1
다사703390,69.0,1,0.4211,0
다사700363,8.0,0,0.6888,1
다사691351,8.0,0,0.4359,0
다사679366,8.0,0,0.6004,1
다사699360,1.0,0,0.6888,1
다사713369,8.0,0,0.6888,1
다사669369,69.0,1,0.5975,1
다사690361,8.0,0,0.6888,1
다사700350,8.0,0,0.6888,1
다사704380,8.0,0,0.3607,0
다사676361,8.0,0,0.6888,1
다사691368,69.0,1,0.4211,0
다사697370,8.0,0,0.4776,0
다사698373,8.0,0,0.4096,0
다사666362,8.0,0,0.6888,1
다사669354,8.0,0,0.4054,0
다사702379,8.0,0,0.6888,1
다사709372,8.0,0,0.5738,1
다사713378,8.0,0,0.4844,0
다사699369,0.0,0,0.6888,1
다사711379,8.0,0,0.6888,1
다사705402,0.0,0,0.4031,0
다사710398,0.0,0,0.0902,0
다사698379,8.0,0,0.6886,1
다사700374,6.0,0,0.4286,0
다사704373,8.0,0,0.4173,0
다사718382,8.0,0,0.6888,1
다사704399,6.0,0,0.4211,0
다사708382,8.0,0,0.4844,0
다사709379,0.0,0,0.0991,0
다사714388,8.0,0,0.6888,1
다사705388,8.0,0,0.4064,0
다사672365,8.0,0,0.6888,1
다사702395,8.0,0,0.2762,0
다사665370,8.0,0,0.4173,0
다사678361,8.0,0,0.6888,1
다사697386,8.0,0,0.4173,0
다사694381,8.0,0,0.4154,0
다사704396,69.0,1,0.4054,0
다사673366,391.0,1,0.4014,0
다사699385,8.0,0,0.4054,0
다사725368,8.0,0,0.6888,1
다사701384,0.0,0,0.6888,1
다사720357,8.0,0,0.6888,1
다사683366,8.0,0,0.6888,1
다사700384,6.0,0,0.6888,1
다사700349,69.0,1,0.6888,1
다사698358,69.0,1,0.4776,0
다사707382,0.0,0,0.6888,1
다사675372,1.0,0,0.6888,1
다사710383,8.0,0,0.6888,1
다사673369,6.0,0,0.6888,1
다사703379,8.0,0,0.4211,0
다사683376,1.0,0,0.4173,0
다사708371,8.0,0,0.6888,1
다사704382,69.0,1,0.3968,0
다사704348,8.0,0,0.6888,1
다사694369,0.0,0,0.4054,0
다사710359,391.0,1,0.4173,0
다사674357,8.0,0,0.2761,0
다사674360,8.0,0,0.6888,1
다사693378,8.0,0,0.6888,1
다사698383,69.0,1,0.772,1
다사686351,8.0,0,0.6888,1
다사708397,8.0,0,0.5056,1
다사696383,8.0,0,0.5139,1
다사700373,8.0,0,0.2526,0
다사685363,8.0,0,0.6888,1
다사702394,8.0,0,0.4329,0
다사683365,69.0,1,0.6563,1
다사678366,8.0,0,0.6317,1
다사705400,8.0,0,0.3801,0
다사697388,1.0,0,0.6004,1
다사707348,8.0,0,0.6888,1
다사687364,8.0,0,0.4054,0
다사675373,8.0,0,0.6888,1
다사680367,69.0,1,0.4898,0
다사668367,8.0,0,0.3916,0
다사710347,1.0,0,0.6888,1
다사688366,69.0,1,0.6888,1
다사700380,8.0,0,0.4211,0
다사713345,8.0,0,0.6888,1
다사687373,8.0,0,0.4211,0
다사666370,0.0,0,0.6888,1
다사679362,8.0,0,0.6888,1
다사670367,69.0,1,0.6888,1
다사701371,8.0,0,0.6888,1
다사710346,8.0,0,0.6888,1
다사710402,8.0,0,0.6888,1
다사714415,8.0,0,0.6888,1
다사678362,8.0,0,0.6888,1
다사717361,8.0,0,0.4173,0
다사716361,8.0,0,0.6888,1
다사717362,8.0,0,0.6888,1
다사711380,69.0,1,0.6888,1
다사702375,1.0,0,0.4211,0
다사716381,8.0,0,0.4173,0
다사672355,69.0,1,0.2508,0
다사670358,6.0,0,0.4858,0
다사667366,8.0,0,0.6888,1
다사710377,8.0,0,0.6888,1
다사707401,69.0,1,0.5271,1
다사687351,1.0,0,0.6888,1
다사696354,69.0,1,0.4031,0
다사710394,8.0,0,0.6888,1
다사716384,8.0,0,0.4067,0
다사701378,8.0,0,0.4211,0
다사681367,8.0,0,0.4031,0
다사690374,8.0,0,0.2803,0
다사697371,8.0,0,0.6888,1
다사690357,6.0,0,0.6888,1
다사677365,8.0,0,0.6888,1
다사705387,8.0,0,0.6888,1
다사702373,69.0,1,0.4064,0
다사677361,8.0,0,0.6888,1
다사692353,1.0,0,0.0802,0
다사671364,8.0,0,0.6888,1
다사668359,69.0,1,0.6888,1
다사699374,69.0,1,0.3497,0
다사684373,391.0,1,0.6708,1
다사710379,1.0,0,0.4844,0
다사699389,1.0,0,0.3617,0
다사707397,8.0,0,0.6888,1
다사690363,8.0,0,0.6888,1
다사697358,8.0,0,0.4173,0
다사697376,69.0,1,0.4173,0
다사704397,8.0,0,0.4032,0
다사705391,69.0,1,0.4014,0
다사707381,8.0,0,0.5157,1
다사667353,8.0,0,0.4288,0
다사664368,8.0,0,0.4173,0
다사711376,69.0,1,0.4844,0
다사718358,8.0,0,0.391,0
다사703374,8.0,0,0.4149,0
다사695359,6.0,0,0.6888,1
다사710384,1.0,0,0.4211,0
다사696370,8.0,0,0.6834,1
다사697352,1.0,0,0.6888,1
다사710388,69.0,1,0.4216,0
다사671367,8.0,0,0.2476,0
다사678370,8.0,0,0.6888,1
다사661359,8.0,0,0.434,0
다사677366,8.0,0,0.6888,1
다사671361,8.0,0,0.5271,1
다사666369,8.0,0,0.6888,1
다사711373,8.0,0,0.5384,1
다사675367,8.0,0,0.4266,0
다사711371,69.0,1,0.6888,1
다사651460,8.0,0,0.5467,1
다사678445,8.0,0,0.7168,1
다사655482,8.0,0,0.1647,0
다사664445,69.0,1,0.3607,0
다사648471,69.0,1,0.4054,0
다사666381,1.0,0,0.6888,1
다사658430,1.0,0,0.6915,1
다사653441,69.0,1,0.2921,0
다사639444,69.0,1,0.1677,0
다사686443,1.0,0,0.1601,0
다사683429,8.0,0,0.5675,1
다사655453,8.0,0,0.6783,1
다사649463,391.0,1,0.4844,0
다사676459,6.0,0,0.2911,0
다사682448,8.0,0,0.2319,0
다사656473,8.0,0,0.5848,1
다사691442,1.0,0,0.2932,0
다사666489,8.0,0,0.4173,0
다사675438,8.0,0,0.2552,0
다사635449,69.0,1,0.6252,1
다사661452,69.0,1,0.3273,0
다사687421,8.0,0,0.4054,0
다사656483,8.0,0,0.6259,1
다사693448,8.0,0,0.2116,0
다사656430,6.0,0,0.6888,1
다사657435,8.0,0,0.3295,0
다사665438,8.0,0,0.358,0
다사654448,8.0,0,0.6888,1
다사629464,8.0,0,0.2499,0
다사623449,8.0,0,0.239,0
다사672427,69.0,1,0.4054,0
다사653449,8.0,0,0.2081,0
다사655441,69.0,1,0.5723,1
다사628458,8.0,0,0.601,1
다사681443,8.0,0,0.0242,0
다사659479,1.0,0,0.6865,1
다사687429,8.0,0,0.1378,0
다사676439,8.0,0,0.6888,1
다사670437,8.0,0,0.1703,0
다사674422,8.0,0,0.1664,0
다사675462,6.0,0,0.6888,1
다사657462,8.0,0,0.2529,0
다사651466,8.0,0,0.6329,1
